Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	Linelist
c-C4H4O	Furan	2103.63600	0.0027			37(34,3)-37(34,4)	-8.78600		435.45470	CDMS
CH313CHO,vt&le;1	Acetaldehyde	2103.73080	0.0011			29(5,24)-29(5,25)E,vt=0	-8.94440		318.01680	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	2103.88670	0.0009			36(8,29)-36(7,29)	-9.09200		156.72750	CDMS
CCCNv5=1	Cyanoethynyl	2104.16220	6.6708			J=5/2-7/2,&Omega;=1/2-3/2,l=f	-9.12810		151.78280	CDMS
c-C6H5OH	Phenol	2104.23550	0.0135			82(21,62)-83(18,65),v=0-1	-11.26970		570.96700	CDMS
H2SO4	Sulfuric acid	2104.30720	7.3144			86(42,45)-86(41,45)	-9.23930		1250.37800	JPL
CH3COOHv=0	Acetic Acid	2104.57590	0.0083			47(15,32)A1-48(13,35)A2	-12.92400		604.22880	CDMS
CH3COOHv=0	Acetic Acid	2104.57590	0.0083			47(16,32)A1-48(14,35)A2	-12.92400		604.22880	CDMS
CH3COOHv=0	Acetic Acid	2104.57590	0.0083			47(16,32)A1-48(13,35)A2	-12.43220		604.22880	CDMS
CH3COOHv=0	Acetic Acid	2104.57590	0.0083			47(15,32)A1-48(14,35)A2	-12.43220		604.22880	CDMS
N17O	Nitric oxide	2104.92250	0.0391			J=13/2-13/2,&Omega;=3/2,F1=19/2+-19/2-,F2=17/2+-17/2-	-11.32230		102.44780	CDMS
cis-S2O2	Disulfur dioxide, <i>cis</i>-isomer	2104.98540	0.001			31(11,21)-32(10,22)	-7.86650		143.37070	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	2105.26900	0.0002			4(1,4)-4(0,4)	-9.43490		2.09250	CDMS
H2NCH2COOH-IIv=0	Glycine	2105.87010	6.028			30(8,23)-29(10,20),F=30-29	-10.57740		826.33790	JPL
CH3O13CHO(TopModel)	Methyl Formate	2106.07500	0.02			16(3,13)-17(1,16)vt=1-1	0.00000		192.15550	TopModel
CH3COOHv=1	Acetic Acid	2106.19000	0.001			19(15,4)-19(15,5)-+v=1	0.00000		200.64000	SLAIM
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	2106.23210	0.0018			53(16,37)-53(16,38)	-8.61080		356.66210	CDMS
HCCNCv5=1	Ethyne Isocyanide	2106.25520	0.1545			J=25,l=1f-1e	-8.32600		741.72330	JPL
HCCCH2OH	Propargyl Alcohol	2106.26690	0.0021			37(5,32)-37(5,33),vt=0-0	-9.81230		233.37720	JPL
HCCCH2OH	Propargyl Alcohol	2106.37080	0.0015			48(6,42)-48(6,43),vt=1-1	-9.80100		406.05070	JPL
CH313CHO,vt&le;1	Acetaldehyde	2106.71530	0.005			12(3,9)-12(3,10)E,vt=0	-9.01590		63.90220	CDMS
H&delta;	Hydrogen Recombination Line	2106.82800	0			H(230)&delta;	0.00000		0.00000	Recomb
He&delta;	Helium Recombination Line	2107.68700	0			He(230)&delta;	0.00000		0.00000	Recomb
13CH2OHCHO	Glycolaldehyde	2108.20970	0.0016			14(6,9)-13(7,6)	-8.45170		55.14460	CDMS
C10H	Decapentaynyl	2108.24520	0.0016			J=7/2-5/2,&Omega;=1/2,l=f	-7.18770		23.41970	CDMS
C10H	Decapentaynyl	2108.81010	0.0004			J=7/2-5/2,&Omega;=3/2,l=e	-7.21800		0.05020	CDMS
C10H	Decapentaynyl	2108.81080	0.0004			J=7/2-5/2,&Omega;=3/2,l=f	-7.21800		0.05020	CDMS
HCCCH2OH	Propargyl Alcohol	2109.03090	0.003			59(7,52)-59(7,53),vt=1-1	-10.01060		595.16011	JPL
N17O	Nitric oxide	2109.12970	0.022			J=11/2-11/2,&Omega;=3/2,F1=15/2+-15/2-,F2=15/2+-13/2-	-13.01730		78.05100	CDMS
CH2DOH	Methanol	2109.32850	0.0101			20(3,17)-20(3,18),e1	-9.01290		343.79310	JPL
CH2CHCNv11=1	Vinyl Cyanide	2109.34360	0.0009			32(4,28)-32(4,29),F=33-33	-9.33160		419.84700	JPL
CH2CHCNv11=1	Vinyl Cyanide	2109.34420	0.0009			32(4,28)-32(4,29),F=31-31	-9.35830		419.84700	JPL
CH2CHCNv11=1	Vinyl Cyanide	2109.34850	0.0008			32(4,28)-32(4,29),F=32-32	-9.34520		419.84700	JPL
CH2CHCNv11=1	Vinyl Cyanide	2109.35400	0.006			32(4,28)-32(4,29)	0.00000		430.54700	SLAIM
c-H2C318O	Cyclopropenone	2109.42490	0.0032			15(4,11)-15(4,12)	-7.76060		67.13040	CDMS
N17O	Nitric oxide	2109.47870	0.0215			J=11/2-11/2,&Omega;=3/2,F1=17/2+-15/2-,F2=19/2+-17/2-	-12.55440		78.04800	CDMS
t-HCOOH	Formic Acid	2110.66470	0.0026			6(2,4)-6(2,5)	-8.14830		24.57510	JPL
t-HCOOH	Formic Acid	2110.66840	0.0004			6(2,4)-6(2,5)	-8.13350		24.57510	CDMS
t-HCOOH	Formic Acid	2110.67000	0			6(2,4)-6(2,5)	0.00000		24.57500	SLAIM
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	2110.73640	0.0005			9(4,5)-9(4,6),v=0-1	-8.86540		12.50160	CDMS
H2NCH2COOH-Iv=1	Glycine	2110.78400	12.6091			35(17,18)-34(18,17),F=35-34	-9.80420		282.13900	JPL
H2NCH2COOH-Iv=1	Glycine	2110.78400	12.6091			35(17,19)-34(18,16),F=35-34	-9.80420		282.13900	JPL
g-CH3CH2OH	gauche-Ethanol	2110.78560	0.003			23(5,18)-23(5,19),vt=0-0	-9.11430		220.52560	JPL
CH3CH213CN	Ethyl Cyanide	2110.91500	0.014			44(8,37)-43(9,34)	0.00000		343.87300	SLAIM
15N17O	Nitric oxide	2111.26430	0.0264			J=13/2-13/2,p=-1-1,F1=8-7,F2=9-8	-12.12550		75.24760	CDMS
H&beta;	Hydrogen Recombination Line	2111.40100	0			H(183)&beta;	0.00000		0.00000	Recomb
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	2111.57790	0.0253			18(7,12)-18(6,12)	-8.68870		35.48460	CDMS
HCCNCv6=1	Ethyne Isocyanide	2111.86790	0.1306			J=21,l=1f-1e	-8.18410		500.68230	JPL
He&beta;	Helium Recombination Line	2112.26100	0			He(183)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	2112.45500	0			C(183)&beta;	0.00000		0.00000	Recomb
H2NCH2COOH-Iv=1	Glycine	2112.50930	0.2383			26(8,18)-26(8,19),F=26-26	-8.97310		167.56610	JPL
H2SO4	Sulfuric acid	2112.67860	0.0404			6(6,0)-6(5,2)	-9.08960		7.12050	JPL
C10H	Decapentaynyl	2113.00590	0.0016			J=7/2-5/2,&Omega;=1/2,l=e	-7.18580		23.42010	CDMS
CH3O13CHO(TopModel)	Methyl Formate	2114.58700	5.114			59(23,36)-59(23,37)vt=1-1	0.00000		1089.81210	TopModel
NH2CH2CH2OHv27=1	Aminoethanol	2115.15560	0.0078			49(8,42)-49(7,42)	-9.93760		539.35300	JPL
HCCCH2CN	Propargyl cyanide	2115.29670	0.004			17(2,16)-16(3,13)	-8.30600		30.08630	CDMS
H&gamma;	Hydrogen Recombination Line	2115.32700	0			H(209)&gamma;	0.00000		0.00000	Recomb
c-H2C3O	Cyclopropenone	2115.44840	0.0002			30(7,23)-30(7,24)	-7.49150		261.51450	CDMS
c-H2C3O	Cyclopropenone	2115.48740	0.0342			30(7,23)-30(7,24)	-7.48740		261.51440	CDMS
c-H2C3O	Cyclopropenone	2115.49400	0.062			30(7,23)-30(7,24)	0.00000		261.51400	SLAIM
c-C6H5OH	Phenol	2115.72100	0.005			24(5,20)-23(6,17),v=0-1	-10.75860		47.18390	CDMS
N17O	Nitric oxide	2115.96330	0.0306			J=9/2-9/2,&Omega;=1/2,F1=3/2+-5/2-,F2=1/2+-3/2-	-12.14980		39.01490	CDMS
He&gamma;	Helium Recombination Line	2116.18900	0			He(209)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	2116.38300	0			C(209)&gamma;	0.00000		0.00000	Recomb
HCCCH2OH	Propargyl Alcohol	2116.66670	0.1615			75(3,72)-74(5,69),vt=1-1	-11.75650		879.93131	JPL
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	2116.70690	0.0006			50(11,40)-50(10,40)	-9.45650		301.39420	CDMS
CH2DCN	Methyl cyanide	2116.81150	0.543			50(3,47)-50(3,48)	-9.36220		771.65191	JPL
CH3CHNH2COOH-I	&alpha;-Alanine	2116.90700	0.3906			50(17,34)-50(16,34)	-9.77470		258.71450	CDMS
15NO	Nitric oxide	2117.00980	0.0005			J=13/2-13/2,&Omega;=1/2,F=11/2+-11/2-	-10.25390		56.45040	CDMS
15NO	Nitric oxide	2117.01120	0.0012			J=13/2-13/2,&Omega;=1/2,F=11/2+-11/2-	-10.25490		56.45040	JPL
H&epsilon;	Hydrogen Recombination Line	2117.45500	0			H(247)&epsilon;	0.00000		0.00000	Recomb
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	2117.45480	1.2849			40(18,22)-40(18,23)	-9.28060		174.73320	CDMS
CH313CH2CN	Ethyl Cyanide	2117.72600	0.0006			33(5,28)-33(5,29)	-8.18600		185.96640	CDMS
CH313CH2CN	Ethyl Cyanide	2117.74400	0.018			33(5,28)-33(5,29)	0.00000		185.96700	SLAIM
17OH	Hydroxyl radical	2117.79410	0.0037			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=1-1,F+1/2=5/2-7/2	-6.72500		0.00000	JPL
17OH	Hydroxyl	2117.80000	0.05	2117.80000	0.05	J=3/2,&Omega;=3/2,F1=3-4,F=5/2-7/2	0.00000		0.00000	SLAIM
N17O	Nitric oxide	2118.44000	0.0287			J=11/2-11/2,&Omega;=1/2,F1=11/2+-11/2-,F2=11/2+-13/2-	-12.77640		56.90450	CDMS
HNO3v5=1/v9=2	Nitric acid	2118.52990	0.0029			10(9,1)-10(9,2),F=9-9,v9=2	-9.90920		941.72120	JPL
HNO3v5=1/v9=2	Nitric acid	2118.52990	0.0029			10(9,1)-10(9,2),F=10-10,v9=2	-9.86930		941.72120	JPL
HNO3v5=1/v9=2	Nitric acid	2118.52990	0.0029			10(9,1)-10(9,2),F=11-11,v9=2	-9.82550		941.72120	JPL
H2CCCHCN	Cyanoallene	2118.67200	0.184			3(1,3)-4(0,4),F=3-3	0.00000		1.72200	SLAIM
CH3CH213CN	Ethyl Cyanide	2118.95000	0.011			53(7,46)-53(7,47)	0.00000		464.05000	SLAIM
H2CCCHCN	Cyanoallene	2119.75200	0.171			3(1,3)-4(0,4),F=4-5	0.00000		1.72200	SLAIM
H2CCCHCN	Cyanoallene	2119.78000	0.167			3(1,3)-4(0,4)	0.00000		1.72200	SLAIM
H2CCCHCN	Cyanoallene	2119.80300	0.181			3(1,3)-4(0,4),F=3-4	0.00000		1.72200	SLAIM
H2CCCHCN	Cyanoallene	2119.81800	0.178			3(1,3)-4(0,4),F=2-3	0.00000		1.72200	SLAIM
H2CCCHCN	Cyanoallene	2119.81900	0.0136			3(1,3)-4(0,4),F=4-5	-9.30780		1.72180	CDMS
H2CCCHCN	Cyanoallene	2119.84420	0.0159			3(1,3)-4(0,3),F=3-4	-9.42290		1.72180	CDMS
H2CCCHCN	Cyanoallene	2119.89560	0.015			3(1,3)-4(0,2),F=2-3	-9.54100		1.72180	CDMS
CH3COOHv=0	Acetic Acid	2119.93710	0.0078			33(21,13)-34(16,18),E	-12.90260		353.82990	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2119.95280	0.0093			72(16,57)-72(15,57)	-8.77210		618.74130	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	2120.22560	0.1432			39(10,29)-39(10,30)	-9.38160		563.45490	JPL
cis-CH2OHCHOv=0	Glycolaldehyde	2120.52930	0.0584			45(12,34)-46(9,37)	-9.89420		463.94220	JPL
H2CCCHCN	Cyanoallene	2120.65200	0.178			3(1,3)-4(0,4),F=4-4	0.00000		1.72200	SLAIM
17OO	Molecular oxygen	2120.66100	0.0156			N=8-8,J=7-9,F=17/2-17/2	-17.05540		100.21640	JPL
CH3COOHv=0	Acetic Acid	2120.66600	0.0051			36(25,11)-36(25,12),E	-9.67270		428.90260	CDMS
c-C6H5OH	Phenol	2120.67550	0.0007			39(14,25)-39(14,26),v=0-0	-11.16870		140.51600	CDMS
CH3CH213CN	Ethyl Cyanide	2120.68000	0.014			44(8,36)-43(9,35)	0.00000		343.87300	SLAIM
H&zeta;	Hydrogen Recombination Line	2120.77000	0			H(262)&zeta;	0.00000		0.00000	Recomb
c-C6H5OH	Phenol	2120.81590	0.0007			39(14,25)-39(14,26),v=1-1	-11.38800		140.51770	CDMS
HeII&alpha;	Helium Recombination Line	2121.07750				HeII(231)&alpha;	0.00000		0.00000	SLAIM
CH2CHNC	Vinyl Isocyanide	2121.08170	0.0021			10(2,8)-10(2,9)	-7.97390		24.98790	JPL
c-C6H5CN	Benzonitrile	2121.26940	0.0009			41(9,32)-41(9,33)	-8.47000		91.96130	CDMS
CH2(OH)CDO	Glycolaldehyde	2121.94670	0.0037			12(7,5)-13(6,8)	-8.54240		47.99400	CDMS
c-C6H5OH	Phenol	2122.17950	0.0019			4(2,2)-3(3,1),v=0-1	-10.62010		1.92160	CDMS
NH2CH2CH2OHv=0	Aminoethanol	2122.19660	0.0871			33(5,29)-34(3,32)	-11.08230		197.92260	JPL
NH213CHO	Formamide	2122.34800	0.896			6(2,4)-6(2,5),F=5-6	0.00000		22.89000	SLAIM
NH213CHO	Formamide	2122.39200	0.896			6(2,4)-6(2,5),F=7-6	0.00000		22.89000	SLAIM
NH213CHO	Formamide	2122.65200	0.894			6(2,4)-6(2,5),F=6-6	0.00000		22.89000	SLAIM
CHD(OH)CHO	Glycolaldehyde	2122.66440	0.0021			7(3,4)-6(4,3)	-8.74410		13.96860	CDMS
NH213CHO	Formamide	2122.83500	0.894			6(2,4)-6(2,5)	0.00000		22.89000	SLAIM
NH213CHO	Formamide	2122.90800	0.894			6(2,4)-6(2,5),F=7-7	0.00000		22.89000	SLAIM
NH213CHO	Formamide	2122.95100	0.894			6(2,4)-6(2,5),F=5-5	0.00000		22.89000	SLAIM
H213CCO	Ketene	2122.99400	0.0024			3(1,2)-3(1,3)	-8.03000		12.96340	CDMS
H13C(O)NH2	Formamide	2123.11040	0.0001			6(2,4)-6(2,5)	-7.35880		22.89230	CDMS
NH213CHO	Formamide	2123.16800	0.896			6(2,4)-6(2,5),F=6-7	0.00000		22.89000	SLAIM
NH213CHO	Formamide	2123.25600	0.897			6(2,4)-6(2,5),F=6-5	0.00000		22.89000	SLAIM
Ga-n-C3H7OH	<i>n</i>-Propanol	2123.38330	0.0069			24(13,11)-25(12,13)	-9.43270		148.73800	CDMS
Ga-n-C3H7OH	<i>n</i>-Propanol	2123.38330	0.0069			24(13,11)-25(12,14)	-9.34460		148.73800	CDMS
Ga-n-C3H7OH	<i>n</i>-Propanol	2123.38330	0.0069			24(13,12)-25(12,13)	-9.34460		148.73800	CDMS
Ga-n-C3H7OH	<i>n</i>-Propanol	2123.38330	0.0069			24(13,12)-25(12,14)	-9.43270		148.73800	CDMS
D2CCO	Ketene	2123.50280	0.0222			27(3,24)-27(3,25)	-9.05070		262.68140	CDMS
CH3NH2	Methylamine	2123.63700	0.054			29(4)B2-29(4)B1,F=29-29	0.00000		686.03800	SLAIM
CH3NH2	Methylamine	2123.67000	0.054			29(4)B2-29(4)B1	0.00000		686.03800	SLAIM
CH3NH2	Methylamine	2123.68500	0.054			29(4)B2-29(4)B1,F=30-30	0.00000		686.03800	SLAIM
CH3NH2	Methylamine	2123.68700	0.054			29(4)B2-29(4)B1,F=28-28	0.00000		686.03800	SLAIM
15N17O	Nitric oxide	2124.08260	0.0311			J=9/2-9/2,p=-1-1,F1=2-2,F2=3-3	-11.16770		37.61300	CDMS
CH3OCN	Methyl cyanate	2124.11120	0.1268			18(3,15)-18(3,16),E	-8.26480		68.11700	CDMS
Ga-n-C3H7OH	<i>n</i>-Propanol	2124.26970	0.0027			54(8,47)-54(7,47)	-8.66440		492.04340	CDMS
NH2CH2CH2OHv=0	Aminoethanol	2124.35550	0.0871			33(5,29)-34(2,32)	-11.00810		197.92250	JPL
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	2124.80490	0.0015			18(3,15)-17(6,12)	-9.79850		39.68720	CDMS
Z-HNCHCN	Cyanomethanimine	2124.88790	0.0038			22(3,19)-22(3,20)	-8.96120		96.81140	CDMS
CH313CHO,vt&le;1	Acetaldehyde	2125.42520	0.0079			15(4,11)-16(3,13)E,vt=1	-9.31650		244.18490	CDMS
CF	Fluoromethylidyne	2126.42330	0.1805			J=13/2,&Omega;=3/2,F=7--7+	-9.13670		66.28070	CDMS
N17O	Nitric oxide	2126.84540	0.0328			J=9/2-9/2,&Omega;=1/2,F1=5/2+-3/2-,F2=3/2+-3/2-	-13.05170		39.01220	CDMS
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	2126.88970	0.0003			33(9,25)-33(8,25),v=0-0	-9.10920		140.59390	CDMS
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	2127.02830	0.0003			33(9,25)-33(8,25),v=1-1	-9.10900		140.59510	CDMS
CH313CHO,vt&le;1	Acetaldehyde	2127.70190	0.0011			21(4,17)-21(4,18)E,vt=0	-8.67100		173.02940	CDMS
15N17O	Nitric oxide	2128.05210	0.0231			J=9/2-9/2,p=-1-1,F1=3-3,F2=4-3	-11.65180		37.61190	CDMS
NH2CH2CH2OHv=0	Aminoethanol	2128.30760	0.007			48(12,36)-48(12,37)	-9.07640		445.89010	JPL
H2CS	Thioformaldehyde	2128.75900	0.024			11(2,9)-11(2,10)	0.00000		112.19600	SLAIM
H2CS	Thioformaldehyde	2128.76760	0.0008			11(2,9)-11(2,10)	-8.25500		112.19950	CDMS
H2CS	Thioformaldehyde	2129.00680	0.0072			11(2,9)-11(2,10)	-8.25520		112.22430	JPL
H35ClCO	Formyl Chloride	2130.42120	0.0019			39(4,35)-39(4,36),F=79/2-79/2	-11.21440		346.33820	JPL
H35ClCO	Formyl Chloride	2130.42330	0.0019			39(4,35)-39(4,36),F=77/2-77/2	-11.22550		346.33820	JPL
H35ClCO	Formyl Chloride	2130.47610	0.0019			39(4,35)-39(4,36),F=81/2-81/2	-11.20310		346.33860	JPL
H35ClCO	Formyl Chloride	2130.47820	0.0019			39(4,35)-39(4,36),F=75/2-75/2	-11.23620		346.33870	JPL
CH3COOHv=0	Acetic Acid	2131.22770	0.0027			47(32,15)A2-47(32,16)A1	-10.10790		722.76580	CDMS
CH3O13CHO(TopModel)	Methyl Formate	2131.25500	0.02			45(12,33)-45(12,34)+-vt=1-1	0.00000		618.91580	TopModel
CH3OCN	Methyl cyanate	2131.44350	0.018			28(4,24)-28(4,25),A	-8.33850		155.73640	CDMS
C4O	Tetracarbon monoxide	2132.13550	0.0008			1(2)-1(1)	-7.46600		0.77910	JPL
NH2CH2CH2OHv27=2	Aminoethanol	2132.19800	0.0027			25(7,18)-25(7,19)	-8.90700		289.97400	JPL
H2NCH2COOH-IIv=1	Glycine	2132.24300	2.4051			35(11,24)-35(11,25),F=35-35	-10.41540		1665.27670	JPL
NO,v=1	Nitric oxide	2132.37170	0.0041			J=13/2-13/2,&Omega;=1/2,F=13/2+-15/2-	-15.92860		1933.96520	CDMS
c-C4H4O	Furan	2132.86210	0.0014			28(26,2)-28(26,3)	-8.48220		251.74800	CDMS
N17O	Nitric oxide	2133.08820	0.0202			J=9/2-9/2,&Omega;=1/2,F1=5/2+-5/2-,F2=5/2+-5/2-	-11.45340		39.01370	CDMS
50TiO2	Titanium dioxide	2133.53310	0.0302			16(5,11)-15(6,10)	-6.89240		87.62070	CDMS
NH2CH2CH2OHv25+v27	Aminoethanol	2133.55830	0.1282			26(7,19)-26(7,20)	-9.44890		542.69830	JPL
t-H13COOH	Formic Acid	2134.11530	0.0027			35(6,29)-35(6,30)	-9.03320		550.38530	CDMS
t-H13COOH	Formic Acid	2134.12180	0.0015			35(6,29)-35(6,30)	-9.04880		550.38530	JPL
HCCCH2OH	Propargyl Alcohol	2134.17120	0.0015			27(4,23)-27(4,24),vt=0-0	-9.57640		127.85160	JPL
H&delta;	Hydrogen Recombination Line	2134.31100	0			H(229)&delta;	0.00000		0.00000	Recomb
NO	Nitric oxide			2134.59500	0.005	J=13/2-13/2,&Omega;=1/2,F=13/2+-15/2-	-11.92750		58.48810	CDMS
NO	Nitric oxide	2134.60170	0.0009			J=11/2,&Omega;=1/2,F=13/2+-11/2-	-11.92750		58.48810	JPL
H&alpha;	Hydrogen Recombination Line	2134.96000	0			H(145)&alpha;	0.00000		0.00000	Recomb
c-D2C3O	Cyclopropenone	2135.02840	0.012			44(11,33)-44(11,34)	-8.24180		502.93230	CDMS
He&delta;	Helium Recombination Line	2135.18100	0			He(229)&delta;	0.00000		0.00000	Recomb
HCCCH2OD	Propargyl Alcohol	2135.22700	0.1433			3(3,1)-4(4,1),vt=1-0	-8.95830		16.39900	JPL
HCCCH2OD	Propargyl Alcohol	2135.28410	0.1433			3(3,0)-4(4,0),vt=1-0	-8.95830		16.39900	JPL
c-H2C318O	Cyclopropenone	2135.61300	0.0056			32(7,25)-32(7,26)	-7.56940		277.82410	CDMS
17OO	Molecular oxygen	2135.64320	0.0441			N=4-4,J=5-3,F=7/2-7/2	-16.65100		27.66840	JPL
CH313CHO,vt&le;1	Acetaldehyde	2135.67500	0.0157			23(4,19)-24(2,22)E,vt=1	-11.72030		344.48600	CDMS
HCCCH2OH	Propargyl Alcohol	2135.77830	0.0188			51(7,44)-51(7,45),vt=0-0	-10.38770		441.59541	JPL
He&alpha;	Helium Recombination Line	2135.83000	0			He(145)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	2136.02600	0			C(145)&alpha;	0.00000		0.00000	Recomb
D2CS	Thioformaldehyde	2136.08360	0.0026			17(3,14)-17(3,15)	-8.34010		184.70470	CDMS
D2CS	Thioformaldehyde	2136.11500	0.013			17(3,14)-17(3,15)	0.00000		184.72500	SLAIM
g-CH3CH2OH	gauche-Ethanol	2136.21880	0.0012			17(4,13)-17(4,14),vt=1-1	-9.01220		144.99330	JPL
N2Ov2=1	Nitrous Oxide	2136.68460	0.0212			J=9,l=f-e	-10.78220		626.49240	JPL
N18O	Nitric oxide	2136.73950	0.0339			J=57/2-57/2,&Omega;=1/2,F=55/2+-55/2-	-12.96920		1391.01020	CDMS
c-C6H5OH	Phenol	2137.15150	0.001			67(23,44)-67(23,45),v=0-0	-11.77500		406.16620	CDMS
NH2CH2CH2OHv25+v27	Aminoethanol	2137.20110	10.5641			31(10,21)-32(8,24)	-11.63000		607.28490	JPL
c-C6H5OH	Phenol	2137.37540	0.001			67(23,44)-67(23,45),v=1-1	-11.55060		406.16780	CDMS
H2NCH2COOH-Iv=2	Glycine	2137.52040	0.2163			26(8,18)-26(8,19),F=25-25	-9.30750		95.57170	JPL
H2NCH2COOH-Iv=2	Glycine	2137.52140	0.2163			26(8,18)-26(8,19),F=27-27	-9.27470		95.57170	JPL
H2NCH2COOH-Iv=0	Glycine	2137.53000	0.2163			26(8,18)-26(8,19),F=26-26	-8.81300		95.57170	JPL
H2NCH2COOH-Iv=2	Glycine	2137.54810	0.2163			26(8,18)-26(8,19),F=26-26	-9.29140		95.57170	JPL
c-C6H5CCH	Phenylacetylene	2137.96370	0.0039			63(13,50)-63(13,51)	-10.27760		210.98550	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	2137.98460	16.7622			48(25,23)-47(26,21)	-11.80540		860.73520	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	2137.98460	16.7622			48(25,23)-47(26,22)	-11.12610		860.73520	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	2137.98460	16.7622			48(25,24)-47(26,21)	-11.12610		860.73520	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	2137.98460	16.7622			48(25,24)-47(26,22)	-11.80540		860.73520	JPL
ND3	Ammonia			2138.42100	0.02	18(17)0a-18(17)0s	-7.96740		1187.83900	CDMS
HC3Nv6=1	Cyanoacetylene	2138.60000	4.5			J=24,l=1f-1e	0.00000		589.69000	SLAIM
HCCCH2OD	Propargyl Alcohol	2139.32100	0.0991			9(2,7)-9(2,8),vt=1-1	-9.36920		23.59010	JPL
HDCCO	Ketene	2139.39440	0.0057			15(2,13)-15(2,14)	-8.53250		99.97110	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2139.44210	0.0677			62(37,25)-61(38,24)	-9.91400		660.26620	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2139.44210	0.0677			62(37,26)-61(38,23)	-9.91400		660.26620	CDMS
HC13N	Cyanohexaacetylene	2139.45130	0.0007			J=10-9	-6.74170		0.32110	CDMS
13CH3CHO,vt&le;1	Acetaldehyde	2139.55100	0.0005			14(3,11)-14(3,12)A,vt=1	-8.77190		221.85890	CDMS
c-H2C213CO	Cyclopropenone	2140.21710	0.0084			47(10,37)-47(10,38)	-8.60530		618.74220	CDMS
FeCO	Iron Monocarbonyl	2140.58400	0.0017			N=4-5,J=5-5	-7.62130		49.70060	CDMS
NH2CH2CH2OHv26=1	Aminoethanol	2140.68340	0.0158			44(7,38)-44(6,38)	-9.99320		556.85280	JPL
CH3CHNH2COOH-II	&alpha;-Alanine	2141.35930	0.8101			45(20,25)-45(20,26)	-7.70910		226.13150	CDMS
CH3COOHv=1	Acetic Acid	2141.76000	0.011			18(13,5)-18(-13,6)v=1	0.00000		186.38000	SLAIM
13CH3CHO,vt&le;1	Acetaldehyde	2141.85090	0.0086			16(1,15)-15(3,12)A,vt=1	-10.73930		231.36390	CDMS
N17O	Nitric oxide	2142.17280	0.0287			J=11/2-11/2,&Omega;=1/2,F1=11/2+-11/2-,F2=13/2+-11/2-	-12.76830		56.90590	CDMS
N18O	Nitric oxide	2142.33990	0.0338			J=57/2-57/2,&Omega;=1/2,F=57/2+-57/2-	-12.95170		1391.00990	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	2142.81410	0.555			29(15,14)-28(16,12)	-11.32830		522.92340	JPL
NH2CH2CH2OHv25=1	Aminoethanol	2142.81410	0.555			29(15,14)-28(16,13)	-10.64260		522.92340	JPL
NH2CH2CH2OHv25=1	Aminoethanol	2142.81410	0.555			29(15,15)-28(16,12)	-10.64260		522.92340	JPL
NH2CH2CH2OHv25=1	Aminoethanol	2142.81410	0.555			29(15,15)-28(16,13)	-11.32830		522.92340	JPL
HCCCH2CN	Propargyl cyanide	2142.94690	0.0354			66(8,58)-66(8,59)	-9.04960		442.22930	CDMS
H&epsilon;	Hydrogen Recombination Line	2143.12400	0			H(246)&epsilon;	0.00000		0.00000	Recomb
H2CCCHCN	Cyanoallene	2143.26400	0.075			4(1,3)-4(1,4),F=4-3	0.00000		2.46700	SLAIM
H2CCCHCN	Cyanoallene	2143.51000	0.075			4(1,3)-4(1,4),F=4-5	0.00000		2.46700	SLAIM
HC4CHO	Pentadiynal	2143.64770	0.0854			20(0,20)-19(1,19)	-8.18630		18.48040	CDMS
H35ClCO	Formyl Chloride	2143.88030	0.0014			12(2,10)-12(2,11),F=25/2-25/2	-10.66100		40.36920	JPL
H35ClCO	Formyl Chloride	2143.91350	0.0013			12(2,10)-12(2,11),F=23/2-23/2	-10.69660		40.36930	JPL
